name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Grilled Chicken,dinner,445,18.3,56.9,14.9,non_vegetarian,mixed,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,501,23.3,55.9,21.5,vegetarian,mixed,1,muscle_gain|high_protein
Paneer Bhurji,dinner,555,40.6,36.0,7.1,vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,193,13.3,11.1,8.9,vegan,north_indian,1,muscle_gain|high_protein
Grilled Chicken,dinner,530,14.1,51.8,19.0,non_vegetarian,mixed,1,balanced|beginner
Paneer Roti,lunch,367,9.6,54.4,9.0,vegetarian,mixed,1,weight_loss|light
Sabudana Khichdi,breakfast,245,10.9,15.0,13.5,vegetarian,north_indian,1,balanced|beginner
Idli Sambar,breakfast,231,18.0,28.9,2.8,vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Soup,dinner,431,12.3,51.8,15.6,vegan,north_indian,1,muscle_gain|high_protein
Tofu Curry,dinner,545,7.4,57.1,18.1,vegan,mixed,0,balanced|beginner
Dal Rice,lunch,515,12.9,26.7,17.1,vegetarian,south_indian,1,weight_loss|light
Vegetable Soup,dinner,612,8.3,77.8,8.9,vegan,north_indian,0,improve_stamina|carb_rich
Roti Sabji,dinner,648,21.1,55.7,23.0,vegetarian,south_indian,0,muscle_gain|high_protein
Egg Curry,dinner,543,12.3,73.2,11.5,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Bhurji,dinner,523,18.5,76.2,5.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Fish Fry,dinner,470,18.0,29.7,24.9,non_vegetarian,mixed,0,weight_loss|light
Hyderabadi Biryani,lunch,565,14.9,48.8,10.0,non_vegetarian,north_indian,1,weight_loss|light
Corn Chaat,snack,256,20.0,22.9,7.1,vegan,mixed,1,muscle_gain|high_protein
Upma,breakfast,276,20.8,28.6,6.3,vegetarian,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,375,15.7,65.3,11.9,vegetarian,mixed,1,weight_loss|light
Paneer Cubes,snack,243,14.0,18.7,10.3,vegetarian,south_indian,1,muscle_gain|high_protein
Egg Curry,dinner,496,19.8,54.2,7.9,non_vegetarian,mixed,1,muscle_gain|high_protein
Dal Tadka,dinner,477,7.6,39.5,9.2,vegetarian,north_indian,0,weight_loss|light
Roti Sabji,dinner,389,11.4,32.9,6.5,vegetarian,north_indian,0,balanced|beginner
Rajma Chawal,lunch,452,16.0,53.8,13.7,vegetarian,north_indian,1,weight_loss|light
Hyderabadi Biryani,lunch,609,36.2,63.9,11.0,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,626,5.9,56.6,17.0,vegetarian,north_indian,0,balanced|beginner
Paneer Bhurji,dinner,440,19.3,64.0,9.2,vegetarian,south_indian,1,weight_loss|light
Fish Fry,dinner,513,42.9,42.6,22.1,non_vegetarian,south_indian,0,muscle_gain|high_protein
Protein Shake,snack,235,10.9,18.0,11.2,vegetarian,north_indian,1,balanced|beginner
Tofu Stir Fry,lunch,529,19.1,64.7,23.6,vegan,north_indian,0,improve_stamina|carb_rich
Sprouts Salad,snack,161,6.3,13.6,7.6,vegan,north_indian,1,weight_loss|light
Sabudana Khichdi,breakfast,282,6.1,33.6,11.2,vegetarian,mixed,1,weight_loss|light
Tofu Curry,dinner,436,7.4,55.0,4.7,vegan,mixed,0,weight_loss|light
Protein Shake,snack,169,9.1,26.1,1.6,vegetarian,south_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,676,10.4,66.3,27.5,vegan,north_indian,0,weight_loss|light
Grilled Chicken,dinner,625,17.5,72.0,10.0,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Protein Shake,snack,156,3.9,18.4,6.0,vegetarian,north_indian,1,balanced|beginner
Upma,breakfast,393,17.0,47.3,21.0,vegetarian,north_indian,0,balanced|beginner
Paneer Sandwich,breakfast,421,18.4,40.5,22.7,vegetarian,mixed,0,balanced|beginner
Boiled Eggs,snack,219,4.3,16.9,13.0,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,398,27.5,52.7,5.0,vegan,south_indian,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,302,7.0,37.9,5.6,vegetarian,north_indian,1,balanced|beginner
Vegetable Soup,dinner,615,8.8,57.5,19.9,vegan,south_indian,0,weight_loss|light
Dal Rice,lunch,391,18.1,24.5,20.1,vegetarian,south_indian,1,balanced|beginner
Tofu Scramble,breakfast,318,9.8,35.0,12.6,vegan,mixed,1,weight_loss|light
Fruit Salad,snack,258,11.2,25.7,10.0,vegan,north_indian,1,balanced|beginner
Roti Sabji,dinner,570,35.8,40.9,12.8,vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Curry,dinner,673,18.0,95.0,11.1,vegan,north_indian,0,improve_stamina|carb_rich
Corn Chaat,snack,300,11.6,29.5,12.4,vegan,north_indian,0,balanced|beginner
Roasted Chana,snack,145,7.6,17.9,3.5,vegan,north_indian,1,muscle_gain|high_protein
Protein Shake,snack,98,3.0,7.0,5.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,634,26.4,67.7,16.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Masala Omelette,breakfast,176,10.8,20.4,4.1,non_vegetarian,south_indian,0,muscle_gain|high_protein
Fish Fry,dinner,568,19.2,32.2,21.7,non_vegetarian,north_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,446,14.7,37.5,17.5,non_vegetarian,mixed,1,improve_stamina|carb_rich
Vegetable Soup,dinner,468,5.4,44.5,14.5,vegan,north_indian,0,balanced|beginner
Thepla,breakfast,449,22.0,77.1,4.3,vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,156,5.0,19.0,5.2,vegan,north_indian,0,balanced|beginner
Buttermilk,snack,98,3.1,12.7,3.0,vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,632,35.1,39.8,9.6,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,482,8.9,47.7,18.8,non_vegetarian,north_indian,0,balanced|beginner
Paneer Cubes,snack,252,5.5,20.8,11.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,152,3.9,10.6,9.1,vegan,mixed,0,balanced|beginner
Masala Omelette,breakfast,270,5.9,29.4,11.9,non_vegetarian,mixed,1,weight_loss|light
Thepla,breakfast,300,6.0,30.0,14.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Oats with Milk,breakfast,424,6.2,49.3,10.1,vegetarian,south_indian,0,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,367,6.6,49.5,12.6,vegetarian,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,698,43.8,43.6,8.6,non_vegetarian,south_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,343,10.4,26.9,21.5,vegetarian,north_indian,0,weight_loss|light
Sabudana Khichdi,breakfast,362,8.6,31.1,23.2,vegetarian,mixed,0,weight_loss|light
Paneer Bhurji,dinner,470,14.7,36.1,16.6,vegetarian,south_indian,1,improve_stamina|carb_rich
Thepla,breakfast,225,4.2,24.4,10.3,vegetarian,mixed,1,balanced|beginner
Protein Shake,snack,290,5.8,40.2,9.2,vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Khichdi,lunch,590,14.0,35.0,24.1,vegetarian,mixed,0,improve_stamina|carb_rich
Peanut Chaat,snack,290,5.1,34.2,12.2,vegetarian,south_indian,1,weight_loss|light
Fish Curry Rice,lunch,356,19.5,39.3,14.6,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Grilled Chicken,dinner,485,6.6,75.3,20.7,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Peanut Chaat,snack,161,3.5,18.8,6.5,vegetarian,north_indian,1,balanced|beginner
Paneer Roti,lunch,586,10.0,75.1,8.4,vegetarian,south_indian,0,balanced|beginner
Upma,breakfast,354,20.0,40.1,7.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Poha,breakfast,332,19.6,33.4,10.4,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Bhurji,dinner,695,19.1,66.5,25.3,vegetarian,south_indian,0,weight_loss|light
Upma,breakfast,326,18.3,30.0,9.5,vegetarian,north_indian,1,muscle_gain|high_protein
Roti Sabji,dinner,386,17.7,43.3,12.4,vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,399,28.0,32.8,5.7,vegetarian,mixed,1,muscle_gain|high_protein
Dal Rice,lunch,654,30.6,45.5,25.8,vegetarian,south_indian,0,weight_loss|light
Pav Bhaji,lunch,410,29.5,36.5,12.6,vegetarian,north_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,459,34.4,65.9,6.4,non_vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,328,5.6,29.4,5.0,vegetarian,south_indian,1,balanced|beginner
Hyderabadi Biryani,lunch,472,33.2,49.2,19.3,non_vegetarian,mixed,1,muscle_gain|high_protein
Oats with Milk,breakfast,341,14.4,33.8,13.4,vegetarian,north_indian,1,balanced|beginner
Mixed Veg Curry,dinner,508,28.3,41.4,20.8,vegetarian,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,233,2.5,28.4,10.1,vegan,north_indian,1,balanced|beginner
Roti Sabji,dinner,612,5.8,77.9,6.2,vegetarian,north_indian,0,weight_loss|light
Corn Chaat,snack,175,12.9,21.9,2.5,vegan,north_indian,1,muscle_gain|high_protein
Upma,breakfast,260,8.5,21.2,8.5,vegetarian,north_indian,1,balanced|beginner
Sabudana Khichdi,breakfast,447,14.3,37.2,22.3,vegetarian,north_indian,0,balanced|beginner
Egg Curry,dinner,577,10.7,35.7,18.2,non_vegetarian,north_indian,0,balanced|beginner
Buttermilk,snack,160,3.9,25.1,3.5,vegetarian,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,179,8.9,23.9,3.7,vegetarian,north_indian,0,muscle_gain|high_protein
Fruit Salad,snack,176,6.0,27.0,3.3,vegan,mixed,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,561,26.2,33.6,20.5,non_vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Curry,dinner,544,10.5,69.1,3.9,vegan,north_indian,0,weight_loss|light
Grilled Chicken,dinner,653,8.2,51.6,22.3,non_vegetarian,north_indian,0,weight_loss|light
Dal Rice,lunch,373,6.6,37.8,18.9,vegetarian,south_indian,0,balanced|beginner
Vegetable Poha,breakfast,232,16.5,20.8,7.1,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Rice,lunch,664,7.5,76.1,23.3,vegetarian,north_indian,0,improve_stamina|carb_rich
Boiled Eggs,snack,221,6.0,30.8,6.2,non_vegetarian,mixed,1,weight_loss|light
Pav Bhaji,lunch,681,9.6,64.5,21.0,vegetarian,north_indian,0,balanced|beginner
Thepla,breakfast,332,26.1,32.0,8.1,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,407,26.6,34.6,14.4,vegetarian,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,624,14.1,52.1,16.1,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,352,23.9,27.0,13.4,vegan,south_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,668,36.1,80.7,8.9,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,82,4.8,7.4,2.9,vegetarian,north_indian,1,muscle_gain|high_protein
Pav Bhaji,lunch,662,12.9,79.3,19.3,vegetarian,north_indian,0,balanced|beginner
Dal Rice,lunch,405,15.1,46.2,22.4,vegetarian,mixed,0,weight_loss|light
Tofu Stir Fry,lunch,483,16.0,64.6,17.9,vegan,south_indian,1,weight_loss|light
Thepla,breakfast,261,16.4,28.4,6.8,vegetarian,north_indian,1,muscle_gain|high_protein
Grilled Chicken,dinner,434,12.2,43.0,23.5,non_vegetarian,north_indian,0,weight_loss|light
Mixed Veg Curry,dinner,513,17.3,20.1,17.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Tadka,dinner,587,10.3,78.3,14.1,vegetarian,mixed,0,balanced|beginner
Boiled Eggs,snack,144,3.5,19.1,4.7,non_vegetarian,south_indian,1,weight_loss|light
Tofu Curry,dinner,434,9.8,74.3,5.2,vegan,south_indian,0,balanced|beginner
Boiled Eggs,snack,192,8.0,26.3,4.4,non_vegetarian,south_indian,1,balanced|beginner
Boiled Eggs,snack,254,4.5,41.2,5.7,non_vegetarian,mixed,1,weight_loss|light
Dal Tadka,dinner,408,14.9,68.5,13.2,vegetarian,mixed,1,improve_stamina|carb_rich
Roti Sabji,dinner,678,34.3,56.7,21.3,vegetarian,south_indian,0,balanced|beginner
Corn Chaat,snack,246,9.9,34.3,8.8,vegan,north_indian,1,weight_loss|light
Dal Rice,lunch,635,42.3,62.5,11.0,vegetarian,mixed,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,694,40.1,47.4,6.7,non_vegetarian,mixed,1,muscle_gain|high_protein
Fish Curry Rice,lunch,562,10.4,47.2,11.4,non_vegetarian,north_indian,0,balanced|beginner
Dal Rice,lunch,659,15.8,62.1,25.4,vegetarian,south_indian,0,balanced|beginner
Tofu Curry,dinner,423,19.4,43.3,20.1,vegan,north_indian,1,improve_stamina|carb_rich
Tofu Curry,dinner,479,27.0,67.5,9.6,vegan,south_indian,1,muscle_gain|high_protein
Thepla,breakfast,355,24.4,37.5,8.8,vegetarian,north_indian,1,muscle_gain|high_protein
Buttermilk,snack,164,3.7,20.8,5.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Roti Sabji,dinner,464,5.9,49.9,13.5,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Cubes,snack,95,4.1,9.3,3.8,vegetarian,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,236,5.8,23.4,11.2,vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,453,9.9,58.3,23.6,vegetarian,south_indian,0,balanced|beginner
Thepla,breakfast,265,13.9,30.6,7.3,vegetarian,mixed,1,muscle_gain|high_protein
Boiled Eggs,snack,119,8.5,14.1,2.1,non_vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,156,2.0,18.5,6.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Idli Sambar,breakfast,244,5.2,30.6,9.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Upma,breakfast,276,4.7,47.7,4.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,563,6.5,61.0,8.9,vegetarian,mixed,0,balanced|beginner
Mixed Veg Curry,dinner,451,9.8,46.5,18.4,vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Sandwich,breakfast,358,9.2,58.6,6.5,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,431,14.1,52.7,14.4,vegan,north_indian,1,balanced|beginner
Tofu Scramble,breakfast,393,9.9,45.6,5.0,vegan,south_indian,1,improve_stamina|carb_rich
Oats with Milk,breakfast,347,6.0,53.0,9.3,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,306,23.9,21.3,11.2,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Bhurji,dinner,410,4.7,51.3,17.0,vegetarian,mixed,0,balanced|beginner
Rajma Chawal,lunch,350,22.2,42.0,7.2,vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Khichdi,lunch,458,34.6,40.2,8.5,vegetarian,north_indian,1,balanced|beginner
Protein Shake,snack,109,6.2,12.7,2.7,vegetarian,south_indian,1,muscle_gain|high_protein
Vegetable Soup,dinner,453,11.7,69.3,11.8,vegan,mixed,0,weight_loss|light
Peanut Chaat,snack,87,3.0,6.2,4.8,vegetarian,north_indian,1,weight_loss|light
Roti Sabji,dinner,386,6.8,49.6,14.4,vegetarian,north_indian,1,weight_loss|light
Masala Omelette,breakfast,371,10.0,40.7,15.4,non_vegetarian,south_indian,1,balanced|beginner
Dal Rice,lunch,638,21.5,69.2,17.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Buttermilk,snack,186,2.3,19.2,9.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,368,14.5,60.6,3.4,vegetarian,mixed,1,weight_loss|light
Grilled Chicken,dinner,624,34.4,48.5,3.0,non_vegetarian,north_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,212,7.3,23.4,8.0,vegetarian,north_indian,1,weight_loss|light
Dal Tadka,dinner,486,35.9,53.8,8.2,vegetarian,mixed,1,muscle_gain|high_protein
Buttermilk,snack,247,7.5,27.0,9.9,vegetarian,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,367,13.7,42.9,8.3,vegan,south_indian,1,weight_loss|light
Egg Curry,dinner,485,17.9,46.5,12.8,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,213,19.0,21.5,3.8,vegan,mixed,1,muscle_gain|high_protein
Thepla,breakfast,246,9.5,40.0,3.1,vegetarian,north_indian,1,balanced|beginner
Vegetable Soup,dinner,572,15.7,73.7,12.4,vegan,north_indian,1,balanced|beginner
Fish Curry Rice,lunch,585,16.7,48.1,21.9,non_vegetarian,north_indian,1,balanced|beginner
Chicken Curry Rice,lunch,358,13.9,56.6,5.3,non_vegetarian,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,165,9.5,20.0,3.7,non_vegetarian,north_indian,0,muscle_gain|high_protein
Tofu Curry,dinner,657,13.9,79.3,7.2,vegan,mixed,0,weight_loss|light
Hyderabadi Biryani,lunch,515,9.1,55.3,17.5,non_vegetarian,south_indian,0,balanced|beginner
Roti Sabji,dinner,391,14.9,56.6,4.8,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,220,11.0,26.4,5.9,vegetarian,mixed,1,weight_loss|light
Grilled Chicken,dinner,651,15.8,60.4,10.3,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Roasted Chana,snack,229,3.4,40.3,4.0,vegan,north_indian,1,weight_loss|light
Kadhi Rice,lunch,544,25.7,71.5,14.0,vegetarian,mixed,1,muscle_gain|high_protein
Paneer Bhurji,dinner,495,12.9,58.1,16.3,vegetarian,mixed,1,improve_stamina|carb_rich
Kadhi Rice,lunch,435,17.6,56.7,19.3,vegetarian,north_indian,1,weight_loss|light
Oats with Milk,breakfast,313,14.7,47.2,4.0,vegetarian,north_indian,1,balanced|beginner
Sabudana Khichdi,breakfast,293,22.1,31.3,6.2,vegetarian,mixed,1,muscle_gain|high_protein
Boiled Eggs,snack,86,1.8,11.5,2.9,non_vegetarian,mixed,1,improve_stamina|carb_rich
Dal Tadka,dinner,455,11.1,50.7,13.2,vegetarian,mixed,0,balanced|beginner
Kadhi Rice,lunch,448,12.6,71.2,11.9,vegetarian,mixed,1,weight_loss|light
Paneer Roti,lunch,626,32.4,77.0,12.4,vegetarian,north_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,231,15.3,32.8,2.2,vegetarian,mixed,1,muscle_gain|high_protein
Fish Fry,dinner,696,36.8,43.8,27.6,non_vegetarian,mixed,0,weight_loss|light
Fruit Bowl,breakfast,363,33.7,31.5,8.1,vegan,north_indian,1,muscle_gain|high_protein
Vegetable Khichdi,lunch,596,16.5,65.8,3.2,vegetarian,south_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,682,31.4,83.3,11.1,vegan,north_indian,0,weight_loss|light
Idli Sambar,breakfast,280,4.6,39.1,9.2,vegetarian,north_indian,1,weight_loss|light
Roasted Chana,snack,127,3.2,16.6,4.2,vegan,mixed,1,balanced|beginner
Dal Rice,lunch,419,18.7,27.2,20.5,vegetarian,mixed,1,weight_loss|light
Masala Omelette,breakfast,213,7.7,26.6,6.5,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,103,2.5,11.6,4.3,vegan,north_indian,1,balanced|beginner
Paneer Sandwich,breakfast,226,8.4,18.7,11.1,vegetarian,south_indian,1,improve_stamina|carb_rich
Sprouts Salad,snack,260,12.3,25.5,6.2,vegan,north_indian,1,balanced|beginner
Thepla,breakfast,214,5.7,22.8,9.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Rajma Chawal,lunch,616,41.5,55.6,13.0,vegetarian,mixed,1,muscle_gain|high_protein
Upma,breakfast,194,2.8,22.4,8.6,vegetarian,mixed,1,improve_stamina|carb_rich
Tofu Curry,dinner,614,10.0,68.9,23.6,vegan,north_indian,0,weight_loss|light
Vegetable Poha,breakfast,200,7.2,23.6,6.8,vegetarian,south_indian,1,muscle_gain|high_protein
Buttermilk,snack,86,2.9,11.1,2.6,vegetarian,mixed,1,weight_loss|light
Fish Fry,dinner,380,7.6,43.7,16.1,non_vegetarian,south_indian,0,balanced|beginner
Vegetable Poha,breakfast,329,13.7,40.4,12.2,vegetarian,mixed,1,weight_loss|light
Fruit Salad,snack,101,1.8,15.1,2.8,vegan,north_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,160,4.0,22.3,4.6,vegan,mixed,1,balanced|beginner
Roasted Chana,snack,117,13.4,11.1,1.1,vegan,south_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,180,7.8,20.0,6.1,vegetarian,north_indian,1,weight_loss|light
Roasted Chana,snack,102,7.3,11.6,2.0,vegan,north_indian,1,muscle_gain|high_protein
Kadhi Rice,lunch,446,9.0,38.8,22.4,vegetarian,mixed,0,weight_loss|light
Idli Sambar,breakfast,165,8.3,19.7,4.4,vegetarian,south_indian,0,improve_stamina|carb_rich
Grilled Chicken,dinner,699,20.5,97.6,11.2,non_vegetarian,mixed,0,weight_loss|light
Fruit Bowl,breakfast,302,23.7,18.1,12.3,vegan,south_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,449,7.6,28.9,15.6,vegetarian,north_indian,0,balanced|beginner
Buttermilk,snack,265,4.7,23.0,14.8,vegetarian,south_indian,1,weight_loss|light
Sabudana Khichdi,breakfast,436,11.0,42.4,5.0,vegetarian,north_indian,0,balanced|beginner
Corn Chaat,snack,244,2.3,31.1,10.1,vegan,south_indian,1,weight_loss|light
Oats with Milk,breakfast,449,13.4,23.5,19.8,vegetarian,mixed,0,improve_stamina|carb_rich
Egg Curry,dinner,374,17.6,21.4,24.1,non_vegetarian,mixed,0,weight_loss|light
Mixed Veg Curry,dinner,362,7.9,42.4,14.7,vegetarian,south_indian,0,improve_stamina|carb_rich
Sprouts Salad,snack,263,5.3,27.6,13.4,vegan,north_indian,0,improve_stamina|carb_rich
Paneer Roti,lunch,649,18.3,57.1,8.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Peanut Chaat,snack,149,5.2,26.2,1.3,vegetarian,mixed,1,improve_stamina|carb_rich
Chicken Curry Rice,lunch,681,16.0,49.2,14.3,non_vegetarian,south_indian,0,weight_loss|light
Boiled Eggs,snack,150,3.1,17.9,6.0,non_vegetarian,mixed,1,improve_stamina|carb_rich
Chicken Curry Rice,lunch,367,8.0,34.5,14.5,non_vegetarian,mixed,1,weight_loss|light
Boiled Eggs,snack,95,4.1,10.1,3.4,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,254,12.9,36.2,6.2,vegan,north_indian,1,weight_loss|light
Upma,breakfast,237,8.0,41.0,2.4,vegetarian,north_indian,1,weight_loss|light
Roasted Chana,snack,278,25.1,38.4,3.1,vegan,north_indian,1,muscle_gain|high_protein
Tofu Curry,dinner,512,18.4,78.2,3.9,vegan,north_indian,1,improve_stamina|carb_rich
Paneer Roti,lunch,697,43.6,57.3,18.7,vegetarian,north_indian,0,balanced|beginner
Roasted Chana,snack,291,23.3,18.5,11.1,vegan,south_indian,1,muscle_gain|high_protein
Protein Shake,snack,103,4.1,12.1,3.3,vegetarian,north_indian,1,weight_loss|light
Hyderabadi Biryani,lunch,399,17.3,67.7,9.5,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Fish Fry,dinner,650,15.6,54.5,10.6,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Upma,breakfast,177,3.6,21.4,7.0,vegetarian,north_indian,0,balanced|beginner
Protein Shake,snack,111,10.0,11.6,1.7,vegetarian,south_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,661,14.8,65.0,7.8,non_vegetarian,north_indian,0,balanced|beginner
Tofu Scramble,breakfast,333,12.2,58.2,2.7,vegan,north_indian,1,improve_stamina|carb_rich
Roti Sabji,dinner,575,24.5,76.7,7.4,vegetarian,mixed,1,balanced|beginner
Boiled Eggs,snack,83,3.5,7.9,3.4,non_vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,533,18.0,76.7,16.9,non_vegetarian,north_indian,1,weight_loss|light
Pav Bhaji,lunch,456,17.2,24.8,22.3,vegetarian,mixed,0,weight_loss|light
Peanut Chaat,snack,122,3.8,12.9,5.0,vegetarian,mixed,1,balanced|beginner
Tofu Curry,dinner,565,8.0,34.1,16.4,vegan,north_indian,0,balanced|beginner
Corn Chaat,snack,274,7.5,41.0,6.4,vegan,mixed,1,weight_loss|light
Corn Chaat,snack,88,4.0,13.1,1.4,vegan,north_indian,1,balanced|beginner
Dal Rice,lunch,446,9.0,54.8,11.4,vegetarian,mixed,0,improve_stamina|carb_rich
