name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Thepla 267,breakfast,170,33.7,48.9,11.6,vegetarian,bengali,1,muscle_gain|high_protein
Masala Omelette 268,breakfast,167,35.9,34.5,5.2,non_vegetarian,maharashtrian,1,muscle_gain|high_protein
Tofu Scramble 269,breakfast,383,41.5,37.4,24.3,vegan,rajasthani,0,muscle_gain|high_protein
Tofu Curry 270,dinner,598,18.6,48.7,3.9,vegan,mixed,0,balanced|beginner
Fish Fry 271,dinner,565,13.1,71.2,19.2,non_vegetarian,kerala,0,balanced|beginner
Oats with Milk 272,breakfast,406,8.4,57.7,15.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Roasted Chana 273,snack,117,10.9,26.6,14.6,vegan,punjabi,1,improve_stamina|carb_rich
Sabudana Khichdi 274,breakfast,345,12.4,52.4,9.1,vegetarian,mixed,1,balanced|beginner
Sprouts Salad 275,snack,234,13.4,51.2,11.2,vegan,kerala,1,weight_loss|light
Protein Shake 276,snack,260,6.4,24.5,9.4,vegetarian,kerala,1,weight_loss|light
Boiled Eggs 277,snack,109,33.3,23.5,18.3,non_vegetarian,rajasthani,0,muscle_gain|high_protein
Egg Curry 278,dinner,566,13.1,28.8,21.8,non_vegetarian,punjabi,0,weight_loss|light
Rajma Chawal 279,lunch,394,41.7,65.7,13.4,vegetarian,south_indian,1,muscle_gain|high_protein
Grilled Chicken 280,dinner,445,18.3,56.9,14.9,non_vegetarian,mixed,1,improve_stamina|carb_rich
Mixed Veg Curry 281,dinner,501,23.3,55.9,21.5,vegetarian,hyderabadi,0,muscle_gain|high_protein
Paneer Bhurji 282,dinner,555,40.6,36.0,7.1,vegetarian,north_indian,0,muscle_gain|high_protein
Fruit Bowl 283,breakfast,193,27.1,22.7,18.2,vegan,rajasthani,0,muscle_gain|high_protein
Grilled Chicken 284,dinner,530,6.4,23.5,8.6,non_vegetarian,hyderabadi,0,balanced|beginner
Paneer Roti 285,lunch,367,13.5,76.4,12.7,vegetarian,mixed,1,weight_loss|light
Sabudana Khichdi 286,breakfast,245,18.4,25.3,22.8,vegetarian,punjabi,0,balanced|beginner
Idli Sambar 287,breakfast,231,40.3,64.7,6.2,vegetarian,punjabi,1,muscle_gain|high_protein
Vegetable Soup 288,dinner,431,18.9,79.4,23.9,vegan,bengali,0,muscle_gain|high_protein
Tofu Curry 289,dinner,545,7.4,57.1,18.1,vegan,mixed,0,balanced|beginner
Dal Rice 290,lunch,515,12.9,26.7,17.1,vegetarian,kerala,0,weight_loss|light
Vegetable Soup 291,dinner,612,8.3,77.8,8.9,vegan,north_indian,0,improve_stamina|carb_rich
Roti Sabji 292,dinner,648,21.1,55.7,23.0,vegetarian,south_indian,0,muscle_gain|high_protein
Egg Curry 293,dinner,543,8.0,47.8,7.5,non_vegetarian,kerala,0,improve_stamina|carb_rich
Paneer Bhurji 294,dinner,523,10.3,42.4,3.1,vegetarian,bengali,0,improve_stamina|carb_rich
Fish Fry 295,dinner,470,18.0,29.7,24.9,non_vegetarian,mixed,0,weight_loss|light
Hyderabadi Biryani 296,lunch,565,14.9,48.8,10.0,non_vegetarian,punjabi,0,weight_loss|light
Corn Chaat 297,snack,256,44.1,50.5,15.7,vegan,maharashtrian,1,muscle_gain|high_protein
Upma 298,breakfast,276,31.0,42.5,9.3,vegetarian,gujarati,1,muscle_gain|high_protein
Oats with Milk 299,breakfast,375,15.7,65.3,11.9,vegetarian,mixed,1,weight_loss|light
Paneer Cubes 300,snack,243,31.3,41.8,23.1,vegetarian,kerala,0,muscle_gain|high_protein
Egg Curry 301,dinner,496,19.8,54.2,7.9,non_vegetarian,mixed,1,muscle_gain|high_protein
Dal Tadka 302,dinner,477,7.6,39.5,9.2,vegetarian,punjabi,1,weight_loss|light
Roti Sabji 303,dinner,389,11.4,32.9,6.5,vegetarian,punjabi,1,balanced|beginner
Rajma Chawal 304,lunch,452,16.0,53.8,13.7,vegetarian,bengali,1,weight_loss|light
Hyderabadi Biryani 305,lunch,609,13.2,23.3,4.0,non_vegetarian,gujarati,0,improve_stamina|carb_rich
Mixed Veg Curry 306,dinner,626,5.9,56.6,17.0,vegetarian,gujarati,0,balanced|beginner
Paneer Bhurji 307,dinner,440,19.3,64.0,9.2,vegetarian,south_indian,1,weight_loss|light
Fish Fry 308,dinner,513,42.9,42.6,22.1,non_vegetarian,south_indian,0,muscle_gain|high_protein
Protein Shake 309,snack,235,17.6,29.2,18.1,vegetarian,north_indian,0,balanced|beginner
Tofu Stir Fry 310,lunch,529,19.1,64.7,23.6,vegan,gujarati,0,improve_stamina|carb_rich
Sprouts Salad 311,snack,161,19.8,42.4,23.8,vegan,gujarati,0,weight_loss|light
Sabudana Khichdi 312,breakfast,282,13.6,74.8,24.8,vegetarian,mixed,0,weight_loss|light
Tofu Curry 313,dinner,436,7.4,55.0,4.7,vegan,hyderabadi,1,weight_loss|light
Protein Shake 314,snack,169,17.9,51.3,3.2,vegetarian,kerala,1,improve_stamina|carb_rich
Vegetable Soup 315,dinner,676,5.7,36.4,15.1,vegan,gujarati,0,weight_loss|light
Grilled Chicken 316,dinner,625,17.5,72.0,10.0,non_vegetarian,gujarati,0,improve_stamina|carb_rich
Protein Shake 317,snack,156,14.0,66.0,21.6,vegetarian,north_indian,0,balanced|beginner
Upma 318,breakfast,393,17.0,47.3,21.0,vegetarian,gujarati,0,balanced|beginner
Paneer Sandwich 319,breakfast,421,18.4,40.5,22.7,vegetarian,hyderabadi,0,balanced|beginner
Boiled Eggs 320,snack,219,7.1,27.9,21.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup 321,dinner,398,41.6,79.7,7.6,vegan,south_indian,1,muscle_gain|high_protein
Sabudana Khichdi 322,breakfast,302,7.0,37.9,5.6,vegetarian,bengali,1,balanced|beginner
Vegetable Soup 323,dinner,615,8.8,57.5,19.9,vegan,south_indian,0,weight_loss|light
Dal Rice 324,lunch,391,18.1,24.5,20.1,vegetarian,south_indian,0,balanced|beginner
Tofu Scramble 325,breakfast,318,16.8,59.7,21.5,vegan,maharashtrian,0,weight_loss|light
Fruit Salad 326,snack,258,16.4,37.7,14.6,vegan,punjabi,1,balanced|beginner
Roti Sabji 327,dinner,570,35.8,40.9,12.8,vegetarian,punjabi,0,muscle_gain|high_protein
Tofu Curry 328,dinner,673,11.9,62.7,7.3,vegan,north_indian,0,improve_stamina|carb_rich
Corn Chaat 329,snack,300,17.5,44.7,18.8,vegan,gujarati,0,balanced|beginner
Roasted Chana 330,snack,145,28.1,66.0,12.8,vegan,rajasthani,1,muscle_gain|high_protein
Protein Shake 331,snack,98,13.0,30.2,23.9,vegetarian,bengali,0,improve_stamina|carb_rich
Pav Bhaji 332,lunch,634,16.7,42.8,10.1,vegetarian,kerala,0,improve_stamina|carb_rich
Masala Omelette 333,breakfast,176,40.8,76.9,15.4,non_vegetarian,kerala,1,muscle_gain|high_protein
Fish Fry 334,dinner,568,19.2,32.2,21.7,non_vegetarian,north_indian,0,muscle_gain|high_protein
Chicken Curry Rice 335,lunch,446,8.0,20.4,9.5,non_vegetarian,hyderabadi,1,improve_stamina|carb_rich
Vegetable Soup 336,dinner,468,5.4,44.5,14.5,vegan,gujarati,1,balanced|beginner
Thepla 337,breakfast,449,22.0,77.1,4.3,vegetarian,gujarati,1,muscle_gain|high_protein
Fruit Bowl 338,breakfast,156,14.8,55.8,15.4,vegan,north_indian,1,balanced|beginner
Buttermilk 339,snack,98,17.7,72.6,17.3,vegetarian,north_indian,1,weight_loss|light
Kadhi Rice 340,lunch,632,35.1,39.8,9.6,vegetarian,maharashtrian,0,muscle_gain|high_protein
Hyderabadi Biryani 341,lunch,482,5.2,27.7,10.9,non_vegetarian,north_indian,1,balanced|beginner
Paneer Cubes 342,snack,252,5.5,20.8,11.6,vegetarian,rajasthani,1,improve_stamina|carb_rich
Fruit Bowl 343,breakfast,152,10.2,27.5,23.6,vegan,hyderabadi,0,balanced|beginner
Masala Omelette 344,breakfast,270,7.6,38.0,15.4,non_vegetarian,hyderabadi,1,weight_loss|light
Thepla 345,breakfast,300,9.8,49.0,24.0,vegetarian,punjabi,0,improve_stamina|carb_rich
Oats with Milk 346,breakfast,424,6.2,49.3,10.1,vegetarian,south_indian,1,improve_stamina|carb_rich
Sabudana Khichdi 347,breakfast,367,9.4,70.6,17.9,vegetarian,punjabi,1,weight_loss|light
Chicken Curry Rice 348,lunch,698,43.8,43.6,8.6,non_vegetarian,kerala,0,muscle_gain|high_protein
Oats with Milk 349,breakfast,343,10.4,26.9,21.5,vegetarian,north_indian,0,weight_loss|light
Sabudana Khichdi 350,breakfast,362,8.6,31.1,23.2,vegetarian,hyderabadi,0,weight_loss|light
Paneer Bhurji 351,dinner,470,14.7,36.1,16.6,vegetarian,kerala,1,improve_stamina|carb_rich
Thepla 352,breakfast,225,7.8,44.9,18.9,vegetarian,maharashtrian,0,balanced|beginner
Protein Shake 353,snack,290,10.4,72.0,16.5,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Khichdi 354,lunch,590,14.0,35.0,24.1,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Peanut Chaat 355,snack,290,8.5,57.5,20.5,vegetarian,kerala,0,weight_loss|light
Fish Curry Rice 356,lunch,356,19.5,39.3,14.6,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Grilled Chicken 357,dinner,485,6.6,75.3,20.7,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Peanut Chaat 358,snack,161,11.4,60.8,21.0,vegetarian,punjabi,0,balanced|beginner
Paneer Roti 359,lunch,586,10.0,75.1,8.4,vegetarian,south_indian,0,balanced|beginner
Upma 360,breakfast,354,20.0,40.1,7.3,vegetarian,punjabi,1,improve_stamina|carb_rich
Vegetable Poha 361,breakfast,332,31.2,53.2,16.5,vegetarian,rajasthani,1,muscle_gain|high_protein
Paneer Bhurji 362,dinner,695,9.6,33.4,12.7,vegetarian,kerala,0,weight_loss|light
Upma 363,breakfast,326,18.3,30.0,9.5,vegetarian,gujarati,1,muscle_gain|high_protein
Roti Sabji 364,dinner,386,25.8,63.0,18.0,vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Sandwich 365,breakfast,399,28.0,32.8,5.7,vegetarian,maharashtrian,1,muscle_gain|high_protein
Dal Rice 366,lunch,654,18.2,27.0,15.3,vegetarian,south_indian,0,weight_loss|light
Pav Bhaji 367,lunch,410,39.9,49.3,17.0,vegetarian,punjabi,1,muscle_gain|high_protein
Hyderabadi Biryani 368,lunch,459,34.4,65.9,6.4,non_vegetarian,punjabi,1,muscle_gain|high_protein
Paneer Sandwich 369,breakfast,328,5.6,29.4,5.0,vegetarian,south_indian,1,balanced|beginner
Hyderabadi Biryani 370,lunch,472,33.2,49.2,19.3,non_vegetarian,mixed,0,muscle_gain|high_protein
Oats with Milk 371,breakfast,341,18.6,43.5,17.3,vegetarian,bengali,1,balanced|beginner
Mixed Veg Curry 372,dinner,508,28.3,41.4,20.8,vegetarian,bengali,0,muscle_gain|high_protein
Roasted Chana 373,snack,233,5.3,60.0,21.3,vegan,north_indian,0,balanced|beginner
Roti Sabji 374,dinner,612,5.8,77.9,6.2,vegetarian,north_indian,0,weight_loss|light
Corn Chaat 375,snack,175,44.6,75.7,8.5,vegan,punjabi,1,muscle_gain|high_protein
Upma 376,breakfast,260,8.5,21.2,8.5,vegetarian,punjabi,1,balanced|beginner
Sabudana Khichdi 377,breakfast,447,14.3,37.2,22.3,vegetarian,punjabi,0,balanced|beginner
Egg Curry 378,dinner,577,10.7,35.7,18.2,non_vegetarian,punjabi,0,balanced|beginner
Buttermilk 379,snack,160,11.8,76.8,10.6,vegetarian,rajasthani,1,balanced|beginner
Vegetable Poha 380,breakfast,179,24.4,65.4,10.2,vegetarian,rajasthani,1,muscle_gain|high_protein
Fruit Salad 381,snack,176,15.3,68.8,8.4,vegan,mixed,1,improve_stamina|carb_rich
Hyderabadi Biryani 382,lunch,561,26.2,33.6,20.5,non_vegetarian,gujarati,0,muscle_gain|high_protein
Tofu Curry 383,dinner,544,10.5,69.1,3.9,vegan,punjabi,0,weight_loss|light
Grilled Chicken 384,dinner,653,8.2,51.6,22.3,non_vegetarian,gujarati,0,weight_loss|light
Dal Rice 385,lunch,373,6.6,37.8,18.9,vegetarian,south_indian,0,balanced|beginner
Vegetable Poha 386,breakfast,232,40.9,51.6,17.7,vegetarian,punjabi,1,muscle_gain|high_protein
Dal Rice 387,lunch,664,7.5,76.1,23.3,vegetarian,north_indian,0,improve_stamina|carb_rich
Boiled Eggs 388,snack,221,9.0,46.4,9.4,non_vegetarian,maharashtrian,1,weight_loss|light
Pav Bhaji 389,lunch,681,9.6,64.5,21.0,vegetarian,rajasthani,0,balanced|beginner
Thepla 390,breakfast,332,44.6,54.6,13.9,vegetarian,gujarati,1,muscle_gain|high_protein
Paneer Sandwich 391,breakfast,407,34.1,44.5,18.5,vegetarian,gujarati,0,muscle_gain|high_protein
Egg Curry 392,dinner,624,14.1,52.1,16.1,non_vegetarian,punjabi,0,improve_stamina|carb_rich
Fruit Bowl 393,breakfast,352,32.3,36.5,18.1,vegan,south_indian,0,muscle_gain|high_protein
Paneer Roti 394,lunch,668,23.5,52.5,5.8,vegetarian,gujarati,0,muscle_gain|high_protein
Paneer Cubes 395,snack,82,20.0,30.8,12.2,vegetarian,bengali,1,muscle_gain|high_protein
Pav Bhaji 396,lunch,662,7.9,48.4,11.8,vegetarian,bengali,0,balanced|beginner
Dal Rice 397,lunch,405,15.1,46.2,22.4,vegetarian,mixed,0,weight_loss|light
Tofu Stir Fry 398,lunch,483,16.0,64.6,17.9,vegan,kerala,1,weight_loss|light
Thepla 399,breakfast,261,28.3,49.2,11.7,vegetarian,north_indian,1,muscle_gain|high_protein
Grilled Chicken 400,dinner,434,12.2,43.0,23.5,non_vegetarian,bengali,0,weight_loss|light
Mixed Veg Curry 401,dinner,513,17.3,20.1,17.3,vegetarian,gujarati,0,improve_stamina|carb_rich
Dal Tadka 402,dinner,587,6.1,46.6,8.4,vegetarian,mixed,0,balanced|beginner
Boiled Eggs 403,snack,144,13.0,71.5,17.5,non_vegetarian,south_indian,1,weight_loss|light
Tofu Curry 404,dinner,434,9.8,74.3,5.2,vegan,kerala,1,balanced|beginner
Boiled Eggs 405,snack,192,11.1,36.5,6.1,non_vegetarian,south_indian,1,balanced|beginner
Boiled Eggs 406,snack,254,8.0,73.8,10.2,non_vegetarian,mixed,1,weight_loss|light
Dal Tadka 407,dinner,408,14.9,68.5,13.2,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Roti Sabji 408,dinner,678,19.1,31.6,11.9,vegetarian,kerala,0,balanced|beginner
Corn Chaat 409,snack,246,9.9,34.3,8.8,vegan,bengali,1,weight_loss|light
Dal Rice 410,lunch,635,42.3,62.5,11.0,vegetarian,maharashtrian,0,muscle_gain|high_protein
Chicken Curry Rice 411,lunch,694,40.1,47.4,6.7,non_vegetarian,hyderabadi,0,muscle_gain|high_protein
Fish Curry Rice 412,lunch,562,10.4,47.2,11.4,non_vegetarian,punjabi,0,balanced|beginner
Dal Rice 413,lunch,659,9.5,37.4,15.3,vegetarian,south_indian,0,balanced|beginner
Tofu Curry 414,dinner,423,19.4,43.3,20.1,vegan,rajasthani,0,improve_stamina|carb_rich
Tofu Curry 415,dinner,479,27.0,67.5,9.6,vegan,kerala,1,muscle_gain|high_protein
Thepla 416,breakfast,355,37.1,57.0,13.4,vegetarian,north_indian,1,muscle_gain|high_protein
Buttermilk 417,snack,164,14.0,78.0,22.0,vegetarian,gujarati,0,improve_stamina|carb_rich
Roti Sabji 418,dinner,464,5.9,49.9,13.5,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Paneer Cubes 419,snack,95,15.2,34.7,14.1,vegetarian,punjabi,1,balanced|beginner
Vegetable Poha 420,breakfast,236,11.2,45.6,21.7,vegetarian,bengali,0,weight_loss|light
Kadhi Rice 421,lunch,453,9.9,58.3,23.6,vegetarian,south_indian,0,balanced|beginner
Thepla 422,breakfast,265,26.0,57.4,13.7,vegetarian,mixed,1,muscle_gain|high_protein
Boiled Eggs 423,snack,119,42.6,70.5,10.6,non_vegetarian,bengali,1,muscle_gain|high_protein
Paneer Cubes 424,snack,156,5.1,48.2,17.9,vegetarian,gujarati,1,improve_stamina|carb_rich
Idli Sambar 425,breakfast,244,10.2,59.7,17.6,vegetarian,rajasthani,1,improve_stamina|carb_rich
Upma 426,breakfast,276,7.9,79.6,8.2,vegetarian,punjabi,1,improve_stamina|carb_rich
Pav Bhaji 427,lunch,563,6.5,61.0,8.9,vegetarian,mixed,0,balanced|beginner
Mixed Veg Curry 428,dinner,451,9.8,46.5,18.4,vegetarian,rajasthani,0,improve_stamina|carb_rich
Paneer Sandwich 429,breakfast,358,12.2,78.1,8.6,vegetarian,punjabi,1,improve_stamina|carb_rich
Vegetable Soup 430,dinner,431,19.0,70.8,19.3,vegan,punjabi,0,balanced|beginner
Tofu Scramble 431,breakfast,393,9.9,45.6,5.0,vegan,south_indian,1,improve_stamina|carb_rich
Oats with Milk 432,breakfast,347,7.6,67.6,11.8,vegetarian,south_indian,1,improve_stamina|carb_rich
Paneer Sandwich 433,breakfast,306,43.3,38.6,20.2,vegetarian,rajasthani,0,muscle_gain|high_protein
Paneer Bhurji 434,dinner,410,6.2,67.9,22.5,vegetarian,maharashtrian,0,balanced|beginner
Rajma Chawal 435,lunch,350,40.4,76.3,13.1,vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Khichdi 436,lunch,458,19.6,22.8,4.8,vegetarian,gujarati,1,balanced|beginner
Protein Shake 437,snack,109,25.7,52.9,11.3,vegetarian,kerala,1,muscle_gain|high_protein
Vegetable Soup 438,dinner,453,11.7,69.3,11.8,vegan,mixed,1,weight_loss|light
Peanut Chaat 439,snack,87,15.0,31.1,23.8,vegetarian,punjabi,0,weight_loss|light
Roti Sabji 440,dinner,386,10.5,76.1,22.0,vegetarian,punjabi,0,weight_loss|light
Masala Omelette 441,breakfast,371,14.3,58.0,21.9,non_vegetarian,kerala,0,balanced|beginner
Dal Rice 442,lunch,638,12.3,39.6,10.2,vegetarian,gujarati,0,improve_stamina|carb_rich
Buttermilk 443,snack,186,6.2,50.9,24.9,vegetarian,bengali,0,improve_stamina|carb_rich
Mixed Veg Curry 444,dinner,368,14.5,60.6,3.4,vegetarian,maharashtrian,1,weight_loss|light
Grilled Chicken 445,dinner,624,34.4,48.5,3.0,non_vegetarian,rajasthani,0,muscle_gain|high_protein
Peanut Chaat 446,snack,212,14.4,46.1,15.8,vegetarian,punjabi,1,weight_loss|light
Dal Tadka 447,dinner,486,35.9,53.8,8.2,vegetarian,mixed,1,muscle_gain|high_protein
Buttermilk 448,snack,247,18.9,68.0,24.9,vegetarian,north_indian,0,weight_loss|light
Tofu Scramble 449,breakfast,367,8.3,26.0,5.0,vegan,kerala,1,weight_loss|light
Egg Curry 450,dinner,485,17.9,46.5,12.8,non_vegetarian,kerala,1,improve_stamina|carb_rich
Corn Chaat 451,snack,213,36.5,41.3,7.3,vegan,mixed,1,muscle_gain|high_protein
Thepla 452,breakfast,246,15.8,66.4,5.2,vegetarian,punjabi,1,balanced|beginner
Vegetable Soup 453,dinner,572,9.4,44.1,7.4,vegan,north_indian,0,balanced|beginner
Fish Curry Rice 454,lunch,585,16.7,48.1,21.9,non_vegetarian,rajasthani,0,balanced|beginner
Chicken Curry Rice 455,lunch,358,18.1,73.9,6.9,non_vegetarian,hyderabadi,1,muscle_gain|high_protein
Masala Omelette 456,breakfast,165,31.1,65.3,12.1,non_vegetarian,bengali,1,muscle_gain|high_protein
Tofu Curry 457,dinner,657,13.9,79.3,7.2,vegan,hyderabadi,0,weight_loss|light
Hyderabadi Biryani 458,lunch,515,9.1,55.3,17.5,non_vegetarian,south_indian,0,balanced|beginner
Roti Sabji 459,dinner,391,14.9,56.6,4.8,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat 460,snack,220,16.0,38.3,8.5,vegetarian,hyderabadi,1,weight_loss|light
Grilled Chicken 461,dinner,651,15.8,60.4,10.3,non_vegetarian,rajasthani,0,improve_stamina|carb_rich
Roasted Chana 462,snack,229,5.3,62.2,6.1,vegan,gujarati,1,weight_loss|light
Kadhi Rice 463,lunch,544,25.7,71.5,14.0,vegetarian,mixed,0,muscle_gain|high_protein
Paneer Bhurji 464,dinner,495,12.9,58.1,16.3,vegetarian,hyderabadi,1,improve_stamina|carb_rich
Kadhi Rice 465,lunch,435,17.6,56.7,19.3,vegetarian,punjabi,0,weight_loss|light
Oats with Milk 466,breakfast,313,14.7,47.2,4.0,vegetarian,rajasthani,1,balanced|beginner
Sabudana Khichdi 467,breakfast,293,33.6,47.6,9.4,vegetarian,maharashtrian,1,muscle_gain|high_protein
Boiled Eggs 468,snack,86,10.7,68.5,17.3,non_vegetarian,mixed,1,improve_stamina|carb_rich
Dal Tadka 469,dinner,455,11.1,50.7,13.2,vegetarian,maharashtrian,1,balanced|beginner
Kadhi Rice 470,lunch,448,12.6,71.2,11.9,vegetarian,maharashtrian,1,weight_loss|light
Paneer Roti 471,lunch,626,32.4,77.0,12.4,vegetarian,rajasthani,0,muscle_gain|high_protein
Peanut Chaat 472,snack,231,28.3,60.6,4.1,vegetarian,maharashtrian,1,muscle_gain|high_protein
Fish Fry 473,dinner,696,18.9,22.5,14.2,non_vegetarian,mixed,0,weight_loss|light
Fruit Bowl 474,breakfast,363,44.1,41.2,10.6,vegan,rajasthani,1,muscle_gain|high_protein
Vegetable Khichdi 475,lunch,596,16.5,65.8,3.2,vegetarian,kerala,0,improve_stamina|carb_rich
Vegetable Soup 476,dinner,682,17.2,45.6,6.1,vegan,punjabi,0,weight_loss|light
Idli Sambar 477,breakfast,280,7.4,62.3,14.6,vegetarian,gujarati,1,weight_loss|light
Roasted Chana 478,snack,127,15.2,78.5,19.9,vegan,maharashtrian,0,balanced|beginner
Dal Rice 479,lunch,419,18.7,27.2,20.5,vegetarian,hyderabadi,0,weight_loss|light
Masala Omelette 480,breakfast,213,15.4,53.2,13.0,non_vegetarian,rajasthani,1,improve_stamina|carb_rich
Corn Chaat 481,snack,103,10.0,45.8,16.8,vegan,punjabi,1,balanced|beginner
Paneer Sandwich 482,breakfast,226,17.7,39.3,23.3,vegetarian,kerala,0,improve_stamina|carb_rich
Sprouts Salad 483,snack,260,12.3,25.5,6.2,vegan,bengali,1,balanced|beginner
Thepla 484,breakfast,214,12.6,50.4,20.4,vegetarian,gujarati,0,improve_stamina|carb_rich
Rajma Chawal 485,lunch,616,19.2,25.7,6.0,vegetarian,mixed,0,muscle_gain|high_protein
Upma 486,breakfast,194,5.2,42.1,16.2,vegetarian,mixed,1,improve_stamina|carb_rich
Tofu Curry 487,dinner,614,10.0,68.9,23.6,vegan,gujarati,0,weight_loss|light
Vegetable Poha 488,breakfast,200,21.4,70.0,20.1,vegetarian,kerala,0,muscle_gain|high_protein
Buttermilk 489,snack,86,16.1,61.0,14.2,vegetarian,maharashtrian,1,weight_loss|light
Fish Fry 490,dinner,380,11.2,64.5,23.7,non_vegetarian,kerala,0,balanced|beginner
Vegetable Poha 491,breakfast,329,13.7,40.4,12.2,vegetarian,mixed,1,weight_loss|light
Fruit Salad 492,snack,101,9.0,74.5,13.7,vegan,gujarati,1,improve_stamina|carb_rich
Corn Chaat 493,snack,160,8.8,49.0,10.2,vegan,hyderabadi,1,balanced|beginner
Roasted Chana 494,snack,117,40.1,33.1,3.2,vegan,south_indian,1,muscle_gain|high_protein
Peanut Chaat 495,snack,180,9.9,25.4,7.7,vegetarian,bengali,1,weight_loss|light
Roasted Chana 496,snack,102,34.5,54.8,9.4,vegan,punjabi,1,muscle_gain|high_protein
Kadhi Rice 497,lunch,446,9.0,38.8,22.4,vegetarian,hyderabadi,0,weight_loss|light
Idli Sambar 498,breakfast,165,15.5,36.8,8.2,vegetarian,south_indian,1,improve_stamina|carb_rich
Grilled Chicken 499,dinner,699,12.6,60.0,6.9,non_vegetarian,mixed,0,weight_loss|light
Fruit Bowl 500,breakfast,302,33.5,25.6,17.4,vegan,south_indian,1,muscle_gain|high_protein
Idli Sambar 501,breakfast,449,7.6,28.9,15.6,vegetarian,punjabi,1,balanced|beginner
Buttermilk 502,snack,265,7.2,35.1,22.6,vegetarian,kerala,0,weight_loss|light
Sabudana Khichdi 503,breakfast,436,11.0,42.4,5.0,vegetarian,bengali,1,balanced|beginner
Corn Chaat 504,snack,244,5.4,72.1,23.3,vegan,kerala,0,weight_loss|light
Oats with Milk 505,breakfast,449,13.4,23.5,19.8,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Egg Curry 506,dinner,374,17.6,21.4,24.1,non_vegetarian,hyderabadi,0,weight_loss|light
Mixed Veg Curry 507,dinner,362,13.2,71.2,24.6,vegetarian,south_indian,0,improve_stamina|carb_rich
Sprouts Salad 508,snack,263,5.3,27.6,13.4,vegan,gujarati,1,improve_stamina|carb_rich
Paneer Roti 509,lunch,649,18.3,57.1,8.3,vegetarian,rajasthani,0,improve_stamina|carb_rich
Peanut Chaat 510,snack,149,15.0,76.0,3.7,vegetarian,hyderabadi,1,improve_stamina|carb_rich
Chicken Curry Rice 511,lunch,681,16.0,49.2,14.3,non_vegetarian,kerala,0,weight_loss|light
Boiled Eggs 512,snack,150,9.3,54.2,18.3,non_vegetarian,hyderabadi,0,improve_stamina|carb_rich
Chicken Curry Rice 513,lunch,367,5.1,22.1,9.3,non_vegetarian,maharashtrian,1,weight_loss|light
Boiled Eggs 514,snack,95,12.6,31.0,10.4,non_vegetarian,kerala,1,improve_stamina|carb_rich
Corn Chaat 515,snack,254,12.9,36.2,6.2,vegan,punjabi,1,weight_loss|light
Upma 516,breakfast,237,12.9,65.8,3.9,vegetarian,rajasthani,1,weight_loss|light
Roasted Chana 517,snack,278,25.1,38.4,3.1,vegan,gujarati,1,muscle_gain|high_protein
Tofu Curry 518,dinner,512,18.4,78.2,3.9,vegan,rajasthani,0,improve_stamina|carb_rich
